# ----------------------------- WARNNG --------------------------------
# The data you have obtained from this automated U.S. Geological Survey
# database have not received Director's approval and as such are
# provisional and subject to revision.  The data are released on the
# condition that neither the USGS nor the United States Government may
# be held liable for any damages resulting from its use.
#
# Additional information can be obtained from the USGS at
#   http://waterdata.usgs.gov/nwis/help/?provisional
#
# retrieved: 2006-06-04 23:40:13 EDT
#
# This file consists of tab-separated columns of data for a list of sites.
# Each site is separated by a header section of comments and new column
# definitions. All column headers include the following 3 fields.
#
# column        column definition
# ------------  -----------------------------------------
# agency_cd     Agency collection or maintaining the site
# site_no       USGS site identification number
# datetime      date and time in ISO format (YYYY-mm-dd)
#
# The remaining columns vary for each site depending on which data
# parameters are selected.  The data column names use the following form
# '##_#####' where the first two number sequence uniquely defines the
# sensor (the 'data descriptor') used to collect the data and the
# following 5 number sequence defines the 'parameter_cd' which describes
# the type of data shown in the column.
#
# Data for the following stations is contained in this file
# ---------------------------------------------------------
#  USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA
#
# Available data at this site--lines with asterix '*' are included in this output.
#    DD parameter statistic - Description
#    --   -----     -----     ------------------------------------
#   *02   00060     00003   - Discharge, cubic feet per second (Mean)
#
# Data-value qualifiers included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
#agency_cd	site_no	datetime	02_00060_00003
#5s	15s	16s	14s
USGS	01100000	1996-05-29	8020_A
USGS	01100000	1996-05-30	6770_A
USGS	01100000	1996-05-31	7000_A
USGS	01100000	1996-06-01	7720_A
USGS	01100000	1996-06-02	7140_A
USGS	01100000	1996-06-03	7000_A
USGS	01100000	1996-06-04	7140_A
USGS	01100000	1996-06-05	6320_A
USGS	01100000	1996-06-06	7080_A
USGS	01100000	1996-06-07	5580_A
USGS	01100000	1996-06-08	6210_A
USGS	01100000	1996-06-09	6080_A
USGS	01100000	1996-06-10	7450_A
USGS	01100000	1996-06-11	7410_A
USGS	01100000	1996-06-12	7440_A
USGS	01100000	1996-06-13	7130_A
USGS	01100000	1996-06-14	6440_A
USGS	01100000	1996-06-15	7260_A
USGS	01100000	1996-06-16	7380_A
USGS	01100000	1996-06-17	5610_A
USGS	01100000	1996-06-18	3860_A
USGS	01100000	1996-06-19	4050_A
USGS	01100000	1996-06-20	3710_A
USGS	01100000	1996-06-21	3780_A
USGS	01100000	1996-06-22	4050_A
USGS	01100000	1996-06-23	4370_A
USGS	01100000	1996-06-24	5480_A
USGS	01100000	1996-06-25	6100_A
USGS	01100000	1996-06-26	5220_A
USGS	01100000	1996-06-27	5150_A
USGS	01100000	1996-06-28	4810_A
USGS	01100000	1996-06-29	4200_A
USGS	01100000	1996-06-30	3850_A
USGS	01100000	1996-07-01	4450_A
USGS	01100000	1996-07-02	4070_A
USGS	01100000	1996-07-03	4280_A
USGS	01100000	1996-07-04	3410_A
USGS	01100000	1996-07-05	4120_A
USGS	01100000	1996-07-06	5670_A
USGS	01100000	1996-07-07	6120_A
USGS	01100000	1996-07-08	4730_A
USGS	01100000	1996-07-09	4110_A
USGS	01100000	1996-07-10	4100_A
USGS	01100000	1996-07-11	3720_A
USGS	01100000	1996-07-12	3320_A
USGS	01100000	1996-07-13	5740_A
USGS	01100000	1996-07-14	11800_A
USGS	01100000	1996-07-15	22000_A
USGS	01100000	1996-07-16	22900_A
USGS	01100000	1996-07-17	21100_A
USGS	01100000	1996-07-18	18300_A
USGS	01100000	1996-07-19	14000_A
USGS	01100000	1996-07-20	13100_A
USGS	01100000	1996-07-21	11300_A
USGS	01100000	1996-07-22	10600_A
USGS	01100000	1996-07-23	10000_A
USGS	01100000	1996-07-24	8370_A
USGS	01100000	1996-07-25	6610_A
USGS	01100000	1996-07-26	4310_A
USGS	01100000	1996-07-27	5960_A
USGS	01100000	1996-07-28	8590_A
USGS	01100000	1996-07-29	7820_A
USGS	01100000	1996-07-30	6750_A
USGS	01100000	1996-07-31	5590_A
USGS	01100000	1996-08-01	4740_A
USGS	01100000	1996-08-02	4660_A
USGS	01100000	1996-08-03	4850_A
USGS	01100000	1996-08-04	4710_A
USGS	01100000	1996-08-05	6200_A
USGS	01100000	1996-08-06	3370_A
USGS	01100000	1996-08-07	2870_A
USGS	01100000	1996-08-08	3490_A
USGS	01100000	1996-08-09	2950_A
USGS	01100000	1996-08-10	3200_A
USGS	01100000	1996-08-11	2950_A
USGS	01100000	1996-08-12	2750_A
USGS	01100000	1996-08-13	2840_A
USGS	01100000	1996-08-14	2560_A
USGS	01100000	1996-08-15	2510_A
USGS	01100000	1996-08-16	2280_A
USGS	01100000	1996-08-17	1820_A
USGS	01100000	1996-08-18	2350_A
USGS	01100000	1996-08-19	2140_A
USGS	01100000	1996-08-20	1870_A
USGS	01100000	1996-08-21	1710_A
USGS	01100000	1996-08-22	1550_A
USGS	01100000	1996-08-23	1510_A
USGS	01100000	1996-08-24	1510_A
USGS	01100000	1996-08-25	1450_A
USGS	01100000	1996-08-26	1440_A
USGS	01100000	1996-08-27	1350_A
USGS	01100000	1996-08-28	1300_A
USGS	01100000	1996-08-29	1330_A
USGS	01100000	1996-08-30	1240_A
USGS	01100000	1996-08-31	1280_A
USGS	01100000	1996-09-01	1290_A
USGS	01100000	1996-09-02	1150_A
USGS	01100000	1996-09-03	2070_A
USGS	01100000	1996-09-04	1750_A
USGS	01100000	1996-09-05	2480_A
USGS	01100000	1996-09-06	1900_A
USGS	01100000	1996-09-07	1190_A
USGS	01100000	1996-09-08	1430_A
USGS	01100000	1996-09-09	1450_A
USGS	01100000	1996-09-10	1280_A
USGS	01100000	1996-09-11	1260_A
USGS	01100000	1996-09-12	1220_A
USGS	01100000	1996-09-13	1290_A
USGS	01100000	1996-09-14	1190_A
USGS	01100000	1996-09-15	1200_A
USGS	01100000	1996-09-16	1610_A
USGS	01100000	1996-09-17	2720_A
USGS	01100000	1996-09-18	3310_A
USGS	01100000	1996-09-19	3800_A
USGS	01100000	1996-09-20	3850_A
USGS	01100000	1996-09-21	3230_A
USGS	01100000	1996-09-22	3710_A
USGS	01100000	1996-09-23	3030_A
USGS	01100000	1996-09-24	3170_A
USGS	01100000	1996-09-25	3240_A
USGS	01100000	1996-09-26	3180_A
USGS	01100000	1996-09-27	2650_A
USGS	01100000	1996-09-28	2050_A
USGS	01100000	1996-09-29	2530_A
USGS	01100000	1996-09-30	2090_A
USGS	01100000	1996-10-01	2390_A
USGS	01100000	1996-10-02	2860_A
USGS	01100000	1996-10-03	2840_A
USGS	01100000	1996-10-04	2760_A
USGS	01100000	1996-10-05	2590_A
USGS	01100000	1996-10-06	2550_A
USGS	01100000	1996-10-07	2210_A
USGS	01100000	1996-10-08	2370_A
USGS	01100000	1996-10-09	3220_A
USGS	01100000	1996-10-10	4490_A
USGS	01100000	1996-10-11	4430_A
USGS	01100000	1996-10-12	4120_A
USGS	01100000	1996-10-13	4130_A
USGS	01100000	1996-10-14	3710_A
USGS	01100000	1996-10-15	3430_A
USGS	01100000	1996-10-16	2920_A
USGS	01100000	1996-10-17	2710_A
USGS	01100000	1996-10-18	2720_A
USGS	01100000	1996-10-19	2510_A
USGS	01100000	1996-10-20	6140_A
USGS	01100000	1996-10-21	20900_A
USGS	01100000	1996-10-22	44100_A
USGS	01100000	1996-10-23	44400_A
USGS	01100000	1996-10-24	35400_A
USGS	01100000	1996-10-25	29800_A
USGS	01100000	1996-10-26	24400_A
USGS	01100000	1996-10-27	21800_A
USGS	01100000	1996-10-28	20400_A
USGS	01100000	1996-10-29	19300_A
USGS	01100000	1996-10-30	17800_A
USGS	01100000	1996-10-31	14900_A
USGS	01100000	1996-11-01	13400_A
USGS	01100000	1996-11-02	12100_A
USGS	01100000	1996-11-03	11500_A
USGS	01100000	1996-11-04	9830_A
USGS	01100000	1996-11-05	8670_A
USGS	01100000	1996-11-06	8130_A
USGS	01100000	1996-11-07	7820_A
USGS	01100000	1996-11-08	7910_A
USGS	01100000	1996-11-09	9040_A
USGS	01100000	1996-11-10	11900_A
USGS	01100000	1996-11-11	21800_A
USGS	01100000	1996-11-12	21000_A
USGS	01100000	1996-11-13	16200_A
USGS	01100000	1996-11-14	13400_A
USGS	01100000	1996-11-15	12600_A
USGS	01100000	1996-11-16	10000_A
USGS	01100000	1996-11-17	8540_A
USGS	01100000	1996-11-18	8280_A
USGS	01100000	1996-11-19	7750_A
USGS	01100000	1996-11-20	7760_A
USGS	01100000	1996-11-21	7340_A
USGS	01100000	1996-11-22	7450_A
USGS	01100000	1996-11-23	7300_A
USGS	01100000	1996-11-24	7320_A
USGS	01100000	1996-11-25	6440_A
USGS	01100000	1996-11-26	7610_A
USGS	01100000	1996-11-27	9500_A
USGS	01100000	1996-11-28	10700_A
USGS	01100000	1996-11-29	11000_A
USGS	01100000	1996-11-30	9170_A
USGS	01100000	1996-12-01	9850_A
USGS	01100000	1996-12-02	11400_A
USGS	01100000	1996-12-03	26900_A
USGS	01100000	1996-12-04	34200_A
USGS	01100000	1996-12-05	29600_A
USGS	01100000	1996-12-06	22600_A
USGS	01100000	1996-12-07	18500_A
USGS	01100000	1996-12-08	16500_A
USGS	01100000	1996-12-09	16500_A
USGS	01100000	1996-12-10	16000_A
USGS	01100000	1996-12-11	14800_A
USGS	01100000	1996-12-12	13200_A
USGS	01100000	1996-12-13	14000_A
USGS	01100000	1996-12-14	15000_A
USGS	01100000	1996-12-15	15400_A
USGS	01100000	1996-12-16	16000_A
USGS	01100000	1996-12-17	16900_A
USGS	01100000	1996-12-18	22000_A
USGS	01100000	1996-12-19	26800_A
USGS	01100000	1996-12-20	29800_A
USGS	01100000	1996-12-21	29200_A
USGS	01100000	1996-12-22	25100_A
USGS	01100000	1996-12-23	21300_A
USGS	01100000	1996-12-24	18900_A
USGS	01100000	1996-12-25	20000_A
USGS	01100000	1996-12-26	25800_A
USGS	01100000	1996-12-27	26000_A
USGS	01100000	1996-12-28	22400_A
USGS	01100000	1996-12-29	19800_A
USGS	01100000	1996-12-30	18900_A
USGS	01100000	1996-12-31	18500_A
USGS	01100000	1997-01-01	16700_A
USGS	01100000	1997-01-02	14600_A
USGS	01100000	1997-01-03	14700_A
USGS	01100000	1997-01-04	14500_A
USGS	01100000	1997-01-05	14100_A
USGS	01100000	1997-01-06	14000_A
USGS	01100000	1997-01-07	13800_A
USGS	01100000	1997-01-08	12700_A
USGS	01100000	1997-01-09	11100_A
USGS	01100000	1997-01-10	11600_A
USGS	01100000	1997-01-11	11300_A
USGS	01100000	1997-01-12	10700_A
USGS	01100000	1997-01-13	10000_A
USGS	01100000	1997-01-14	9500_A
USGS	01100000	1997-01-15	8740_A
USGS	01100000	1997-01-16	8860_A
USGS	01100000	1997-01-17	9450_A
USGS	01100000	1997-01-18	8810_A
USGS	01100000	1997-01-19	9030_A
USGS	01100000	1997-01-20	9830_A
USGS	01100000	1997-01-21	8630_A
USGS	01100000	1997-01-22	8390_A
USGS	01100000	1997-01-23	8660_A
USGS	01100000	1997-01-24	8260_A
USGS	01100000	1997-01-25	7840_A
USGS	01100000	1997-01-26	9480_A
USGS	01100000	1997-01-27	9640_A
USGS	01100000	1997-01-28	9210_A
USGS	01100000	1997-01-29	8890_A
USGS	01100000	1997-01-30	8550_A
USGS	01100000	1997-01-31	8420_A
USGS	01100000	1997-02-01	7600_A
USGS	01100000	1997-02-02	7850_A
USGS	01100000	1997-02-03	7710_A
USGS	01100000	1997-02-04	7670_A
USGS	01100000	1997-02-05	7720_A
USGS	01100000	1997-02-06	8770_A
USGS	01100000	1997-02-07	9420_A
USGS	01100000	1997-02-08	7990_A
USGS	01100000	1997-02-09	7870_A
USGS	01100000	1997-02-10	6780_A
USGS	01100000	1997-02-11	6910_A
USGS	01100000	1997-02-12	7170_A
USGS	01100000	1997-02-13	6820_A
USGS	01100000	1997-02-14	6500_A
USGS	01100000	1997-02-15	6350_A
USGS	01100000	1997-02-16	6930_A
USGS	01100000	1997-02-17	6880_A
USGS	01100000	1997-02-18	6420_A
USGS	01100000	1997-02-19	6840_A
USGS	01100000	1997-02-20	7630_A
USGS	01100000	1997-02-21	8620_A
USGS	01100000	1997-02-22	10800_A
USGS	01100000	1997-02-23	15500_A
USGS	01100000	1997-02-24	16400_A
USGS	01100000	1997-02-25	15700_A
USGS	01100000	1997-02-26	13600_A
USGS	01100000	1997-02-27	12300_A
USGS	01100000	1997-02-28	12100_A
USGS	01100000	1997-03-01	13200_A
USGS	01100000	1997-03-02	14400_A
USGS	01100000	1997-03-03	14000_A
USGS	01100000	1997-03-04	13200_A
USGS	01100000	1997-03-05	12900_A
USGS	01100000	1997-03-06	13100_A
USGS	01100000	1997-03-07	14000_A
USGS	01100000	1997-03-08	13600_A
USGS	01100000	1997-03-09	11800_A
USGS	01100000	1997-03-10	11000_A
USGS	01100000	1997-03-11	10800_A
USGS	01100000	1997-03-12	10200_A
USGS	01100000	1997-03-13	9510_A
USGS	01100000	1997-03-14	9120_A
USGS	01100000	1997-03-15	8560_A
USGS	01100000	1997-03-16	9090_A
USGS	01100000	1997-03-17	9200_A
USGS	01100000	1997-03-18	9140_A
USGS	01100000	1997-03-19	9570_A
USGS	01100000	1997-03-20	6530_A
USGS	01100000	1997-03-21	7960_A
USGS	01100000	1997-03-22	8280_A
USGS	01100000	1997-03-23	8300_A
USGS	01100000	1997-03-24	8430_A
USGS	01100000	1997-03-25	8130_A
USGS	01100000	1997-03-26	9740_A
USGS	01100000	1997-03-27	12900_A
USGS	01100000	1997-03-28	15700_A
USGS	01100000	1997-03-29	16200_A
USGS	01100000	1997-03-30	17900_A
USGS	01100000	1997-03-31	21500_A
USGS	01100000	1997-04-01	24400_A
USGS	01100000	1997-04-02	22700_A
USGS	01100000	1997-04-03	21400_A
USGS	01100000	1997-04-04	21300_A
USGS	01100000	1997-04-05	22500_A
USGS	01100000	1997-04-06	24100_A
USGS	01100000	1997-04-07	26300_A
USGS	01100000	1997-04-08	29100_A
USGS	01100000	1997-04-09	31000_A
USGS	01100000	1997-04-10	28200_A
USGS	01100000	1997-04-11	23000_A
USGS	01100000	1997-04-12	19500_A
USGS	01100000	1997-04-13	18500_A
USGS	01100000	1997-04-14	19100_A
USGS	01100000	1997-04-15	19000_A
USGS	01100000	1997-04-16	18300_A
USGS	01100000	1997-04-17	17300_A
USGS	01100000	1997-04-18	19000_A
USGS	01100000	1997-04-19	28100_A
USGS	01100000	1997-04-20	42600_A
USGS	01100000	1997-04-21	41700_A
USGS	01100000	1997-04-22	38600_A
USGS	01100000	1997-04-23	36800_A
USGS	01100000	1997-04-24	31900_A
USGS	01100000	1997-04-25	28300_A
USGS	01100000	1997-04-26	25900_A
USGS	01100000	1997-04-27	22300_A
USGS	01100000	1997-04-28	20100_A
USGS	01100000	1997-04-29	22400_A
USGS	01100000	1997-04-30	24500_A
USGS	01100000	1997-05-01	22200_A
USGS	01100000	1997-05-02	20000_A
USGS	01100000	1997-05-03	19700_A
USGS	01100000	1997-05-04	20000_A
USGS	01100000	1997-05-05	19100_A
USGS	01100000	1997-05-06	17600_A
USGS	01100000	1997-05-07	16100_A
USGS	01100000	1997-05-08	16000_A
USGS	01100000	1997-05-09	15200_A
USGS	01100000	1997-05-10	16300_A
USGS	01100000	1997-05-11	14600_A
USGS	01100000	1997-05-12	13200_A
USGS	01100000	1997-05-13	12500_A
USGS	01100000	1997-05-14	11900_A
USGS	01100000	1997-05-15	11400_A
USGS	01100000	1997-05-16	10900_A
USGS	01100000	1997-05-17	10900_A
USGS	01100000	1997-05-18	10900_A
USGS	01100000	1997-05-19	10900_A
USGS	01100000	1997-05-20	11700_A
USGS	01100000	1997-05-21	13200_A
USGS	01100000	1997-05-22	13500_A
USGS	01100000	1997-05-23	12300_A
USGS	01100000	1997-05-24	10400_A
USGS	01100000	1997-05-25	9760_A
USGS	01100000	1997-05-26	9350_A
USGS	01100000	1997-05-27	9260_A
USGS	01100000	1997-05-28	7630_A
USGS	01100000	1997-05-29	7830_A
USGS	01100000	1997-05-30	6270_A
USGS	01100000	1997-05-31	4720_A
USGS	01100000	1997-06-01	6470_A
USGS	01100000	1997-06-02	6760_A
USGS	01100000	1997-06-03	6770_A
USGS	01100000	1997-06-04	6580_A
USGS	01100000	1997-06-05	6200_A
USGS	01100000	1997-06-06	5680_A
USGS	01100000	1997-06-07	5580_A
USGS	01100000	1997-06-08	4720_A
USGS	01100000	1997-06-09	4100_A
USGS	01100000	1997-06-10	4410_A
USGS	01100000	1997-06-11	4190_A
USGS	01100000	1997-06-12	3730_A
USGS	01100000	1997-06-13	4130_A
USGS	01100000	1997-06-14	4030_A
USGS	01100000	1997-06-15	3720_A
USGS	01100000	1997-06-16	3600_A
USGS	01100000	1997-06-17	3330_A
USGS	01100000	1997-06-18	3040_A
USGS	01100000	1997-06-19	3510_A
USGS	01100000	1997-06-20	3660_A
USGS	01100000	1997-06-21	5020_A
USGS	01100000	1997-06-22	4270_A
USGS	01100000	1997-06-23	3510_A
USGS	01100000	1997-06-24	3320_A
USGS	01100000	1997-06-25	3220_A
USGS	01100000	1997-06-26	2770_A
USGS	01100000	1997-06-27	2850_A
USGS	01100000	1997-06-28	2200_A
USGS	01100000	1997-06-29	1700_A
USGS	01100000	1997-06-30	1670_A
USGS	01100000	1997-07-01	1960_A
USGS	01100000	1997-07-02	1790_A
USGS	01100000	1997-07-03	1990_A
USGS	01100000	1997-07-04	2790_A
USGS	01100000	1997-07-05	4480_A
USGS	01100000	1997-07-06	4780_A
USGS	01100000	1997-07-07	2560_A
USGS	01100000	1997-07-08	2840_A
USGS	01100000	1997-07-09	2800_A
USGS	01100000	1997-07-10	3760_A
USGS	01100000	1997-07-11	4670_A
USGS	01100000	1997-07-12	4960_A
USGS	01100000	1997-07-13	3750_A
USGS	01100000	1997-07-14	3390_A
USGS	01100000	1997-07-15	3470_A
USGS	01100000	1997-07-16	5450_A
USGS	01100000	1997-07-17	8320_A
USGS	01100000	1997-07-18	6060_A
USGS	01100000	1997-07-19	3970_A
USGS	01100000	1997-07-20	4850_A
USGS	01100000	1997-07-21	4920_A
USGS	01100000	1997-07-22	4090_A
USGS	01100000	1997-07-23	3650_A
USGS	01100000	1997-07-24	3270_A
USGS	01100000	1997-07-25	3140_A
USGS	01100000	1997-07-26	2990_A
USGS	01100000	1997-07-27	2700_A
USGS	01100000	1997-07-28	2600_A
USGS	01100000	1997-07-29	2400_A
USGS	01100000	1997-07-30	4250_A
USGS	01100000	1997-07-31	3190_A
USGS	01100000	1997-08-01	1950_A
USGS	01100000	1997-08-02	2150_A
USGS	01100000	1997-08-03	1750_A
USGS	01100000	1997-08-04	1670_A
USGS	01100000	1997-08-05	2150_A
USGS	01100000	1997-08-06	1840_A
USGS	01100000	1997-08-07	1100_A
USGS	01100000	1997-08-08	768_A
USGS	01100000	1997-08-09	791_A
USGS	01100000	1997-08-10	813_A
USGS	01100000	1997-08-11	812_A
USGS	01100000	1997-08-12	858_A
USGS	01100000	1997-08-13	1890_A
USGS	01100000	1997-08-14	1920_A
USGS	01100000	1997-08-15	1590_A
USGS	01100000	1997-08-16	1570_A
USGS	01100000	1997-08-17	1960_A
USGS	01100000	1997-08-18	1560_A
USGS	01100000	1997-08-19	1400_A
USGS	01100000	1997-08-20	1380_A
USGS	01100000	1997-08-21	1660_A
USGS	01100000	1997-08-22	2110_A
USGS	01100000	1997-08-23	2380_A
USGS	01100000	1997-08-24	2900_A
USGS	01100000	1997-08-25	2590_A
USGS	01100000	1997-08-26	2310_A
USGS	01100000	1997-08-27	1690_A
USGS	01100000	1997-08-28	2290_A
USGS	01100000	1997-08-29	2350_A
USGS	01100000	1997-08-30	3650_A
USGS	01100000	1997-08-31	3200_A
USGS	01100000	1997-09-01	2680_A
USGS	01100000	1997-09-02	2290_A
USGS	01100000	1997-09-03	2250_A
USGS	01100000	1997-09-04	1950_A
USGS	01100000	1997-09-05	2230_A
USGS	01100000	1997-09-06	1890_A
USGS	01100000	1997-09-07	2090_A
USGS	01100000	1997-09-08	1510_A
USGS	01100000	1997-09-09	1550_A
USGS	01100000	1997-09-10	1750_A
USGS	01100000	1997-09-11	2020_A
USGS	01100000	1997-09-12	2820_A
USGS	01100000	1997-09-13	2120_A
USGS	01100000	1997-09-14	2590_A
USGS	01100000	1997-09-15	1780_A
USGS	01100000	1997-09-16	1830_A
USGS	01100000	1997-09-17	2160_A
USGS	01100000	1997-09-18	1570_A
USGS	01100000	1997-09-19	1680_A
USGS	01100000	1997-09-20	1770_A
USGS	01100000	1997-09-21	1300_A
USGS	01100000	1997-09-22	1320_A
USGS	01100000	1997-09-23	1690_A
USGS	01100000	1997-09-24	1540_A
USGS	01100000	1997-09-25	1320_A
USGS	01100000	1997-09-26	1360_A
USGS	01100000	1997-09-27	1180_A
USGS	01100000	1997-09-28	1120_A
USGS	01100000	1997-09-29	1460_A
USGS	01100000	1997-09-30	1450_A
USGS	01100000	1997-10-01	1310_A
USGS	01100000	1997-10-02	1520_A
USGS	01100000	1997-10-03	1630_A
USGS	01100000	1997-10-04	2090_A
USGS	01100000	1997-10-05	1950_A
USGS	01100000	1997-10-06	1760_A
USGS	01100000	1997-10-07	2330_A
USGS	01100000	1997-10-08	2120_A
USGS	01100000	1997-10-09	1730_A
USGS	01100000	1997-10-10	1870_A
USGS	01100000	1997-10-11	1490_A
USGS	01100000	1997-10-12	1650_A
USGS	01100000	1997-10-13	1990_A
USGS	01100000	1997-10-14	1880_A
USGS	01100000	1997-10-15	1440_A
USGS	01100000	1997-10-16	2080_A
USGS	01100000	1997-10-17	2210_A
USGS	01100000	1997-10-18	2020_A
USGS	01100000	1997-10-19	2330_A
USGS	01100000	1997-10-20	2110_A
USGS	01100000	1997-10-21	1850_A
USGS	01100000	1997-10-22	1820_A
USGS	01100000	1997-10-23	1920_A
USGS	01100000	1997-10-24	1890_A
USGS	01100000	1997-10-25	1900_A
USGS	01100000	1997-10-26	1720_A
USGS	01100000	1997-10-27	2140_A
USGS	01100000	1997-10-28	1800_A
USGS	01100000	1997-10-29	2050_A
USGS	01100000	1997-10-30	1900_A
USGS	01100000	1997-10-31	1780_A
USGS	01100000	1997-11-01	2130_A
USGS	01100000	1997-11-02	5990_A
USGS	01100000	1997-11-03	7480_A
USGS	01100000	1997-11-04	12200_A
USGS	01100000	1997-11-05	11600_A
USGS	01100000	1997-11-06	8960_A
USGS	01100000	1997-11-07	7930_A
USGS	01100000	1997-11-08	7060_A
USGS	01100000	1997-11-09	6330_A
USGS	01100000	1997-11-10	7190_A
USGS	01100000	1997-11-11	8340_A
USGS	01100000	1997-11-12	9390_A
USGS	01100000	1997-11-13	8420_A
USGS	01100000	1997-11-14	7410_A
USGS	01100000	1997-11-15	6660_A
USGS	01100000	1997-11-16	6420_A
USGS	01100000	1997-11-17	5800_A
USGS	01100000	1997-11-18	5370_A
USGS	01100000	1997-11-19	5030_A
USGS	01100000	1997-11-20	5800_A
USGS	01100000	1997-11-21	5190_A
USGS	01100000	1997-11-22	5320_A
USGS	01100000	1997-11-23	5730_A
USGS	01100000	1997-11-24	6200_A
USGS	01100000	1997-11-25	5920_A
USGS	01100000	1997-11-26	5280_A
USGS	01100000	1997-11-27	6050_A
USGS	01100000	1997-11-28	5740_A
USGS	01100000	1997-11-29	5990_A
USGS	01100000	1997-11-30	5890_A
USGS	01100000	1997-12-01	7000_A
USGS	01100000	1997-12-02	6940_A
USGS	01100000	1997-12-03	6970_A
USGS	01100000	1997-12-04	6550_A
USGS	01100000	1997-12-05	6420_A
USGS	01100000	1997-12-06	6210_A
USGS	01100000	1997-12-07	5700_A
USGS	01100000	1997-12-08	5220_A
USGS	01100000	1997-12-09	5060_A
USGS	01100000	1997-12-10	4800_A
USGS	01100000	1997-12-11	4850_A
USGS	01100000	1997-12-12	4050_A
USGS	01100000	1997-12-13	3580_A
USGS	01100000	1997-12-14	3950_A
USGS	01100000	1997-12-15	3260_A
USGS	01100000	1997-12-16	3140_A
USGS	01100000	1997-12-17	3380_A
USGS	01100000	1997-12-18	3690_A
USGS	01100000	1997-12-19	3170_A
USGS	01100000	1997-12-20	3410_A
USGS	01100000	1997-12-21	2980_A
USGS	01100000	1997-12-22	2650_A
USGS	01100000	1997-12-23	2630_A
USGS	01100000	1997-12-24	3200_A
USGS	01100000	1997-12-25	3570_A
USGS	01100000	1997-12-26	4030_A
USGS	01100000	1997-12-27	3970_A
USGS	01100000	1997-12-28	4100_A
USGS	01100000	1997-12-29	3820_A
USGS	01100000	1997-12-30	4910_A
USGS	01100000	1997-12-31	4900_A
USGS	01100000	1998-01-01	4710_A
USGS	01100000	1998-01-02	4700_A
USGS	01100000	1998-01-03	4830_A
USGS	01100000	1998-01-04	4760_A
USGS	01100000	1998-01-05	4890_A
USGS	01100000	1998-01-06	5810_A
USGS	01100000	1998-01-07	7900_A
USGS	01100000	1998-01-08	11000_A
USGS	01100000	1998-01-09	18500_A
USGS	01100000	1998-01-10	25400_A
USGS	01100000	1998-01-11	24000_A
USGS	01100000	1998-01-12	19800_A
USGS	01100000	1998-01-13	16100_A
USGS	01100000	1998-01-14	13500_A
USGS	01100000	1998-01-15	11500_A
USGS	01100000	1998-01-16	8770_A
USGS	01100000	1998-01-17	9350_A
USGS	01100000	1998-01-18	9690_A
USGS	01100000	1998-01-19	9090_A
USGS	01100000	1998-01-20	8880_A
USGS	01100000	1998-01-21	7990_A
USGS	01100000	1998-01-22	6880_A
USGS	01100000	1998-01-23	7050_A
USGS	01100000	1998-01-24	8300_A
USGS	01100000	1998-01-25	9780_A
USGS	01100000	1998-01-26	10400_A
USGS	01100000	1998-01-27	10300_A
USGS	01100000	1998-01-28	9290_A
USGS	01100000	1998-01-29	8940_A
USGS	01100000	1998-01-30	8530_A
USGS	01100000	1998-01-31	8200_A
USGS	01100000	1998-02-01	7880_A
USGS	01100000	1998-02-02	7280_A
USGS	01100000	1998-02-03	7180_A
USGS	01100000	1998-02-04	6980_A
USGS	01100000	1998-02-05	6940_A
USGS	01100000	1998-02-06	6840_A
USGS	01100000	1998-02-07	6530_A
USGS	01100000	1998-02-08	7650_A
USGS	01100000	1998-02-09	6170_A
USGS	01100000	1998-02-10	5990_A
USGS	01100000	1998-02-11	4700_A
USGS	01100000	1998-02-12	6470_A
USGS	01100000	1998-02-13	9530_A
USGS	01100000	1998-02-14	11300_A
USGS	01100000	1998-02-15	9990_A
USGS	01100000	1998-02-16	9980_A
USGS	01100000	1998-02-17	8930_A
USGS	01100000	1998-02-18	9710_A
USGS	01100000	1998-02-19	12200_A
USGS	01100000	1998-02-20	14000_A
USGS	01100000	1998-02-21	14400_A
USGS	01100000	1998-02-22	13800_A
USGS	01100000	1998-02-23	12900_A
USGS	01100000	1998-02-24	12400_A
USGS	01100000	1998-02-25	16300_A
USGS	01100000	1998-02-26	22200_A
USGS	01100000	1998-02-27	22900_A
USGS	01100000	1998-02-28	21100_A
USGS	01100000	1998-03-01	19900_A
USGS	01100000	1998-03-02	19100_A
USGS	01100000	1998-03-03	18700_A
USGS	01100000	1998-03-04	18700_A
USGS	01100000	1998-03-05	18600_A
USGS	01100000	1998-03-06	17700_A
USGS	01100000	1998-03-07	16300_A
USGS	01100000	1998-03-08	15100_A
USGS	01100000	1998-03-09	16500_A
USGS	01100000	1998-03-10	31800_A
USGS	01100000	1998-03-11	40200_A
USGS	01100000	1998-03-12	39800_A
USGS	01100000	1998-03-13	33000_A
USGS	01100000	1998-03-14	26700_A
USGS	01100000	1998-03-15	22200_A
USGS	01100000	1998-03-16	19400_A
USGS	01100000	1998-03-17	17700_A
USGS	01100000	1998-03-18	16300_A
USGS	01100000	1998-03-19	16100_A
USGS	01100000	1998-03-20	17800_A
USGS	01100000	1998-03-21	18300_A
USGS	01100000	1998-03-22	17300_A
USGS	01100000	1998-03-23	15800_A
