Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Description	Type	Position	Altitude	Depth	Proximity	Temperature	Display Mode	Color	Symbol	Facility	City	State	Country	Date Modified	Link	Categories

Waypoint	FRODO		User Waypoint	N42 49.271 W70 48.804	29 ft				Symbol & Name	Unknown	Contact, Biker							
Waypoint	GANDALF		User Waypoint	N42 48.929 W70 47.413	0.4 ft				Symbol & Name	Unknown	Contact, Ranger							
Waypoint	GIMLI		User Waypoint	N42 48.710 W70 48.192	0.4 ft				Symbol & Name	Unknown	Contact, Goatee							
Waypoint	LEGOLAS		User Waypoint	N42 48.328 W70 48.374	0.4 ft				Symbol & Name	Unknown	Contact, Alien							
Waypoint	PIPPIN		User Waypoint	N41 35.694 W70 54.600	45 ft				Symbol & Name	Unknown	Contact, Pirate							
Waypoint	SAMWISE		User Waypoint	N42 48.338 W70 48.309	0.4 ft				Symbol & Name	Unknown	Contact, Ball Cap							
Waypoint	STRIDER		User Waypoint	N42 48.788 W70 47.606	0.4 ft				Symbol & Name	Unknown	Contact, Spike							


Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG	5/21/2006 6:58:05 AM 	00:23:31	1.08 mi	2.8 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:17:25 PM 	139 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:17:40 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:17:55 PM 	153 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:18:10 PM 	155 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:18:25 PM 	142 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:18:40 PM 	146 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:18:55 PM 	153 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:19:10 PM 	158 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:19:25 PM 	182 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:19:40 PM 	188 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:19:55 PM 	194 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:20:10 PM 	190 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 2:20:25 PM 	172 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:20:40 PM 	147 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:20:55 PM 	158 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:21:10 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:21:25 PM 	149 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:21:40 PM 	155 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:21:55 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:22:10 PM 	168 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:22:25 PM 	194 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.823	5/21/2006 2:22:40 PM 	201 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:22:55 PM 	179 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:23:10 PM 	147 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:23:25 PM 	123 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:23:40 PM 	131 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:23:55 PM 	147 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.818	5/21/2006 2:24:10 PM 	153 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.941 W71 03.819	5/21/2006 2:24:25 PM 	182 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 2:24:40 PM 	188 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 2:24:55 PM 	185 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:25:10 PM 	180 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:25:25 PM 	185 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:25:40 PM 	183 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:25:55 PM 	155 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:26:10 PM 	146 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.819	5/21/2006 2:26:25 PM 	136 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.819	5/21/2006 2:26:40 PM 	136 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 2:26:55 PM 	147 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.939 W71 03.819	5/21/2006 2:27:10 PM 	146 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.819	5/21/2006 2:27:25 PM 	160 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.818	5/21/2006 2:27:40 PM 	161 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.816	5/21/2006 2:27:55 PM 	153 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.939 W71 03.816	5/21/2006 2:28:10 PM 	168 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.938 W71 03.818	5/21/2006 2:28:25 PM 	168 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.939 W71 03.818	5/21/2006 2:28:40 PM 	179 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:28:55 PM 	180 ft		14 ft	00:00:15	0.63 mph	304° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 2:29:10 PM 	169 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.938 W71 03.823	5/21/2006 2:29:25 PM 	163 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.938 W71 03.823	5/21/2006 2:29:40 PM 	161 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:29:55 PM 	144 ft		17 ft	00:00:15	0.76 mph	20° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:30:10 PM 	133 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.939 W71 03.819	5/21/2006 2:30:25 PM 	120 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 2:30:40 PM 	136 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.938 W71 03.819	5/21/2006 2:30:55 PM 	128 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.935 W71 03.820	5/21/2006 2:31:10 PM 	144 ft		17 ft	00:00:15	0.76 mph	200° true
Trackpoint	N42 52.937 W71 03.819	5/21/2006 2:31:25 PM 	122 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.939 W71 03.818	5/21/2006 2:31:40 PM 	114 ft		17 ft	00:00:15	0.76 mph	20° true
Trackpoint	N42 52.941 W71 03.816	5/21/2006 2:31:55 PM 	111 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.941 W71 03.818	5/21/2006 2:32:10 PM 	117 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.816	5/21/2006 2:32:25 PM 	122 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.939 W71 03.816	5/21/2006 2:32:40 PM 	120 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.941 W71 03.816	5/21/2006 2:32:55 PM 	139 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.941 W71 03.816	5/21/2006 2:33:10 PM 	139 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.818	5/21/2006 2:33:25 PM 	123 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.938 W71 03.818	5/21/2006 2:33:40 PM 	123 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.816	5/21/2006 2:33:55 PM 	116 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.939 W71 03.818	5/21/2006 2:34:10 PM 	119 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 2:34:25 PM 	138 ft		11 ft	00:00:15	0.52 mph	270° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 2:34:40 PM 	141 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 2:34:55 PM 	130 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:35:10 PM 	128 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:35:25 PM 	130 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.818	5/21/2006 2:35:40 PM 	117 ft		11 ft	00:00:15	0.52 mph	90° true
Trackpoint	N42 52.943 W71 03.816	5/21/2006 2:35:55 PM 	106 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.818	5/21/2006 2:36:10 PM 	125 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.819	5/21/2006 2:36:25 PM 	158 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:36:40 PM 	179 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:36:55 PM 	180 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:37:10 PM 	194 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:37:25 PM 	187 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:37:40 PM 	193 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:37:55 PM 	198 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:38:10 PM 	209 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:38:25 PM 	204 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:38:40 PM 	204 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 2:38:55 PM 	177 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.819	5/21/2006 2:39:10 PM 	152 ft		11 ft	00:00:15	0.52 mph	90° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:39:25 PM 	142 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.942 W71 03.818	5/21/2006 2:39:40 PM 	138 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:39:55 PM 	141 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:40:10 PM 	136 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:40:25 PM 	142 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:40:40 PM 	134 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:40:55 PM 	119 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 2:41:10 PM 	122 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:41:25 PM 	146 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.942 W71 03.824	5/21/2006 2:41:40 PM 	174 ft		11 ft	00:00:15	0.52 mph	270° true
Trackpoint	N42 52.941 W71 03.825	5/21/2006 2:41:55 PM 	182 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.941 W71 03.825	5/21/2006 2:42:10 PM 	187 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 2:42:25 PM 	175 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:42:40 PM 	174 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:42:55 PM 	160 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:43:10 PM 	166 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 2:43:25 PM 	177 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.824	5/21/2006 2:43:40 PM 	182 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.821	5/21/2006 2:43:55 PM 	152 ft		14 ft	00:00:15	0.63 mph	56° true
Trackpoint	N42 52.943 W71 03.820	5/21/2006 2:44:10 PM 	136 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:44:25 PM 	134 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.943 W71 03.819	5/21/2006 2:44:40 PM 	131 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.943 W71 03.818	5/21/2006 2:44:55 PM 	114 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.816	5/21/2006 2:45:10 PM 	90 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.944 W71 03.818	5/21/2006 2:45:25 PM 	101 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.819	5/21/2006 2:45:40 PM 	114 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.818	5/21/2006 2:45:55 PM 	111 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.816	5/21/2006 2:46:10 PM 	100 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.818	5/21/2006 2:46:25 PM 	109 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.943 W71 03.818	5/21/2006 2:46:40 PM 	123 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.943 W71 03.818	5/21/2006 2:46:55 PM 	108 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.819	5/21/2006 2:47:10 PM 	116 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:47:25 PM 	153 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.942 W71 03.820	5/21/2006 2:47:40 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.819	5/21/2006 2:47:55 PM 	130 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.943 W71 03.819	5/21/2006 2:48:10 PM 	131 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.942 W71 03.819	5/21/2006 2:48:25 PM 	128 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.943 W71 03.819	5/21/2006 2:48:40 PM 	131 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.943 W71 03.819	5/21/2006 2:48:55 PM 	116 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.818	5/21/2006 2:49:10 PM 	100 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.944 W71 03.818	5/21/2006 2:49:25 PM 	101 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.819	5/21/2006 2:49:40 PM 	101 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 2:49:55 PM 	147 ft		14 ft	00:00:15	0.63 mph	236° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 2:50:10 PM 	125 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.944 W71 03.819	5/21/2006 2:50:25 PM 	114 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.819	5/21/2006 2:50:40 PM 	108 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 2:50:55 PM 	114 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 2:51:10 PM 	119 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:51:25 PM 	127 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 2:51:40 PM 	134 ft		17 ft	00:00:15	0.76 mph	200° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 2:51:55 PM 	149 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 2:52:10 PM 	150 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 2:52:25 PM 	130 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:52:40 PM 	117 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:52:55 PM 	125 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:53:10 PM 	133 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:53:25 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:53:40 PM 	152 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.947 W71 03.820	5/21/2006 2:53:55 PM 	157 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.946 W71 03.823	5/21/2006 2:54:10 PM 	174 ft		14 ft	00:00:15	0.63 mph	236° true
Trackpoint	N42 52.947 W71 03.823	5/21/2006 2:54:25 PM 	172 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.948 W71 03.823	5/21/2006 2:54:40 PM 	150 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.947 W71 03.823	5/21/2006 2:54:55 PM 	142 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.947 W71 03.823	5/21/2006 2:55:10 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.947 W71 03.823	5/21/2006 2:55:25 PM 	138 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.947 W71 03.824	5/21/2006 2:55:40 PM 	158 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.946 W71 03.825	5/21/2006 2:55:55 PM 	175 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 2:56:10 PM 	174 ft		14 ft	00:00:15	0.63 mph	124° true
Trackpoint	N42 52.946 W71 03.820	5/21/2006 2:56:25 PM 	142 ft		14 ft	00:00:15	0.63 mph	56° true
Trackpoint	N42 52.947 W71 03.821	5/21/2006 2:56:40 PM 	141 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.947 W71 03.821	5/21/2006 2:56:55 PM 	134 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.947 W71 03.820	5/21/2006 2:57:10 PM 	127 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.947 W71 03.821	5/21/2006 2:57:25 PM 	146 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.948 W71 03.821	5/21/2006 2:57:40 PM 	149 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.948 W71 03.820	5/21/2006 2:57:55 PM 	144 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.950 W71 03.820	5/21/2006 2:58:10 PM 	144 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.947 W71 03.821	5/21/2006 2:58:25 PM 	142 ft		17 ft	00:00:15	0.76 mph	200° true
Trackpoint	N42 52.946 W71 03.823	5/21/2006 2:58:40 PM 	161 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.946 W71 03.824	5/21/2006 2:58:55 PM 	168 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 2:59:10 PM 	182 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 2:59:25 PM 	193 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.947 W71 03.823	5/21/2006 2:59:40 PM 	202 ft		16 ft	00:00:15	0.71 mph	0° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 2:59:55 PM 	185 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:00:10 PM 	183 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 3:00:25 PM 	175 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 3:00:40 PM 	169 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 3:00:55 PM 	164 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 3:01:10 PM 	150 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 3:01:25 PM 	130 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:01:40 PM 	142 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.946 W71 03.819	5/21/2006 3:01:55 PM 	114 ft		14 ft	00:00:15	0.63 mph	56° true
Trackpoint	N42 52.944 W71 03.818	5/21/2006 3:02:10 PM 	97 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.944 W71 03.819	5/21/2006 3:02:25 PM 	125 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.820	5/21/2006 3:02:40 PM 	133 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:02:55 PM 	149 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:03:10 PM 	138 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:03:25 PM 	119 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 3:03:40 PM 	133 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:03:55 PM 	147 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.943 W71 03.820	5/21/2006 3:04:10 PM 	130 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 3:04:25 PM 	136 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:04:40 PM 	155 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 3:04:55 PM 	180 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 3:05:10 PM 	144 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.943 W71 03.821	5/21/2006 3:05:25 PM 	136 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.944 W71 03.821	5/21/2006 3:05:40 PM 	128 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 3:05:55 PM 	120 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 3:06:10 PM 	127 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 3:06:25 PM 	114 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.946 W71 03.821	5/21/2006 3:06:40 PM 	116 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.947 W71 03.821	5/21/2006 3:06:55 PM 	112 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.950 W71 03.821	5/21/2006 3:07:10 PM 	114 ft		16 ft	00:00:15	0.71 mph	0° true
Trackpoint	N42 52.948 W71 03.823	5/21/2006 3:07:25 PM 	136 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.947 W71 03.824	5/21/2006 3:07:40 PM 	157 ft		10 ft	00:00:15	0.44 mph	216° true
Trackpoint	N42 52.946 W71 03.824	5/21/2006 3:07:55 PM 	161 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.946 W71 03.823	5/21/2006 3:08:10 PM 	158 ft		6 ft	00:00:15	0.26 mph	90° true
Trackpoint	N42 52.944 W71 03.823	5/21/2006 3:08:25 PM 	158 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.944 W71 03.824	5/21/2006 3:08:40 PM 	164 ft		6 ft	00:00:15	0.26 mph	270° true
