Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Description	Type	Position	Altitude	Depth	Proximity	Temperature	Display Mode	Color	Symbol	Facility	City	State	Country	Date Modified	Link	Categories

Waypoint	FRODO		User Waypoint	N42 49.271 W70 48.804	29 ft				Symbol & Name	Unknown	Contact, Biker							
Waypoint	GANDALF		User Waypoint	N42 48.929 W70 47.413	0.4 ft				Symbol & Name	Unknown	Contact, Ranger							
Waypoint	GIMLI		User Waypoint	N42 48.710 W70 48.192	0.4 ft				Symbol & Name	Unknown	Contact, Goatee							
Waypoint	LEGOLAS		User Waypoint	N42 48.328 W70 48.374	0.4 ft				Symbol & Name	Unknown	Contact, Alien							
Waypoint	PIPPIN		User Waypoint	N41 35.694 W70 54.600	45 ft				Symbol & Name	Unknown	Contact, Pirate							
Waypoint	SAMWISE		User Waypoint	N42 48.338 W70 48.309	0.4 ft				Symbol & Name	Unknown	Contact, Ball Cap							
Waypoint	STRIDER		User Waypoint	N42 48.788 W70 47.606	0.4 ft				Symbol & Name	Unknown	Contact, Spike							


Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG	5/21/2006 6:58:05 AM 	00:23:31	1.08 mi	2.8 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 48.111 W70 51.728	5/21/2006 12:44:25 PM 	64 ft		714 ft	00:00:15	32 mph	235° true
Trackpoint	N42 48.114 W70 51.793	5/21/2006 12:44:40 PM 	59 ft		288 ft	00:00:15	13 mph	273° true
Trackpoint	N42 48.195 W70 51.889	5/21/2006 12:44:55 PM 	62 ft		656 ft	00:00:15	30 mph	319° true
Trackpoint	N42 48.254 W70 52.022	5/21/2006 12:45:10 PM 	78 ft		693 ft	00:00:15	32 mph	301° true
Trackpoint	N42 48.315 W70 52.117	5/21/2006 12:45:25 PM 	81 ft		563 ft	00:00:15	26 mph	311° true
Trackpoint	N42 48.382 W70 52.224	5/21/2006 12:45:40 PM 	90 ft		628 ft	00:00:15	29 mph	310° true
Trackpoint	N42 48.407 W70 52.264	5/21/2006 12:45:55 PM 	90 ft		237 ft	00:00:15	11 mph	311° true
Trackpoint	N42 48.442 W70 52.323	5/21/2006 12:46:10 PM 	92 ft		339 ft	00:00:15	15 mph	309° true
Trackpoint	N42 48.460 W70 52.354	5/21/2006 12:46:25 PM 	93 ft		176 ft	00:00:15	8.0 mph	308° true
Trackpoint	N42 48.496 W70 52.421	5/21/2006 12:46:40 PM 	95 ft		371 ft	00:00:15	17 mph	306° true
Trackpoint	N42 48.496 W70 52.424	5/21/2006 12:46:55 PM 	109 ft		11 ft	00:00:15	0.52 mph	270° true
Trackpoint	N42 48.501 W70 52.433	5/21/2006 12:47:10 PM 	117 ft		51 ft	00:00:15	2.3 mph	308° true
Trackpoint	N42 48.549 W70 52.527	5/21/2006 12:47:25 PM 	114 ft		510 ft	00:00:15	23 mph	305° true
Trackpoint	N42 48.604 W70 52.667	5/21/2006 12:47:40 PM 	114 ft		712 ft	00:00:15	32 mph	298° true
Trackpoint	N42 48.652 W70 52.805	5/21/2006 12:47:55 PM 	116 ft		680 ft	00:00:15	31 mph	295° true
Trackpoint	N42 48.694 W70 52.917	5/21/2006 12:48:10 PM 	114 ft		563 ft	00:00:15	26 mph	297° true
Trackpoint	N42 48.752 W70 53.025	5/21/2006 12:48:25 PM 	111 ft		598 ft	00:00:15	27 mph	306° true
Trackpoint	N42 48.813 W70 53.107	5/21/2006 12:48:40 PM 	120 ft		521 ft	00:00:15	24 mph	315° true
Trackpoint	N42 48.870 W70 53.172	5/21/2006 12:48:55 PM 	114 ft		449 ft	00:00:15	20 mph	320° true
Trackpoint	N42 48.962 W70 53.249	5/21/2006 12:49:10 PM 	111 ft		661 ft	00:00:15	30 mph	329° true
Trackpoint	N42 49.056 W70 53.344	5/21/2006 12:49:25 PM 	108 ft		713 ft	00:00:15	32 mph	323° true
Trackpoint	N42 49.121 W70 53.429	5/21/2006 12:49:40 PM 	123 ft		545 ft	00:00:15	25 mph	316° true
Trackpoint	N42 49.186 W70 53.510	5/21/2006 12:49:55 PM 	122 ft		539 ft	00:00:15	25 mph	318° true
Trackpoint	N42 49.256 W70 53.599	5/21/2006 12:50:10 PM 	122 ft		580 ft	00:00:15	26 mph	317° true
Trackpoint	N42 49.312 W70 53.712	5/21/2006 12:50:25 PM 	123 ft		612 ft	00:00:15	28 mph	304° true
Trackpoint	N42 49.361 W70 53.829	5/21/2006 12:50:40 PM 	122 ft		602 ft	00:00:15	27 mph	300° true
Trackpoint	N42 49.396 W70 53.940	5/21/2006 12:50:55 PM 	125 ft		538 ft	00:00:15	24 mph	293° true
Trackpoint	N42 49.372 W70 54.062	5/21/2006 12:51:10 PM 	131 ft		566 ft	00:00:15	26 mph	255° true
Trackpoint	N42 49.336 W70 54.190	5/21/2006 12:51:25 PM 	123 ft		610 ft	00:00:15	28 mph	249° true
Trackpoint	N42 49.283 W70 54.324	5/21/2006 12:51:40 PM 	128 ft		679 ft	00:00:15	31 mph	242° true
Trackpoint	N42 49.242 W70 54.465	5/21/2006 12:51:55 PM 	122 ft		680 ft	00:00:15	31 mph	248° true
Trackpoint	N42 49.200 W70 54.559	5/21/2006 12:52:10 PM 	127 ft		489 ft	00:00:15	22 mph	239° true
Trackpoint	N42 49.189 W70 54.608	5/21/2006 12:52:25 PM 	128 ft		230 ft	00:00:15	10 mph	252° true
Trackpoint	N42 49.204 W70 54.637	5/21/2006 12:52:40 PM 	130 ft		158 ft	00:00:15	7.2 mph	307° true
Trackpoint	N42 49.204 W70 54.637	5/21/2006 12:52:55 PM 	133 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 49.203 W70 54.639	5/21/2006 12:53:10 PM 	136 ft		14 ft	00:00:15	0.63 mph	236° true
Trackpoint	N42 49.203 W70 54.639	5/21/2006 12:53:25 PM 	130 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 49.203 W70 54.639	5/21/2006 12:53:40 PM 	122 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 49.195 W70 54.637	5/21/2006 12:53:55 PM 	123 ft		48 ft	00:00:15	2.2 mph	166° true
Trackpoint	N42 49.195 W70 54.637	5/21/2006 12:54:10 PM 	119 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 49.195 W70 54.639	5/21/2006 12:54:25 PM 	147 ft		11 ft	00:00:15	0.52 mph	270° true
Trackpoint	N42 49.193 W70 54.637	5/21/2006 12:54:40 PM 	142 ft		19 ft	00:00:15	0.88 mph	144° true
Trackpoint	N42 49.190 W70 54.635	5/21/2006 12:54:55 PM 	139 ft		17 ft	00:00:15	0.76 mph	160° true
Trackpoint	N42 49.195 W70 54.637	5/21/2006 12:55:10 PM 	136 ft		32 ft	00:00:15	1.4 mph	350° true
Trackpoint	N42 49.191 W70 54.634	5/21/2006 12:55:25 PM 	127 ft		26 ft	00:00:15	1.2 mph	154° true
Trackpoint	N42 49.190 W70 54.634	5/21/2006 12:55:40 PM 	123 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 49.189 W70 54.633	5/21/2006 12:55:55 PM 	128 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 49.189 W70 54.633	5/21/2006 12:56:10 PM 	127 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 49.185 W70 54.630	5/21/2006 12:56:25 PM 	123 ft		26 ft	00:00:15	1.2 mph	154° true
Trackpoint	N42 49.186 W70 54.629	5/21/2006 12:56:40 PM 	130 ft		10 ft	00:00:15	0.44 mph	36° true
Trackpoint	N42 49.177 W70 54.617	5/21/2006 12:56:55 PM 	122 ft		75 ft	00:00:15	3.4 mph	137° true
Trackpoint	N42 49.132 W70 54.709	5/21/2006 12:57:10 PM 	114 ft		492 ft	00:00:15	22 mph	236° true
Trackpoint	N42 49.086 W70 54.832	5/21/2006 12:57:25 PM 	116 ft		620 ft	00:00:15	28 mph	243° true
Trackpoint	N42 49.085 W70 54.832	5/21/2006 12:57:40 PM 	125 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 49.085 W70 54.832	5/21/2006 12:57:55 PM 	127 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 49.073 W70 54.863	5/21/2006 12:58:10 PM 	125 ft		155 ft	00:00:15	7.0 mph	243° true
Trackpoint	N42 49.024 W70 55.001	5/21/2006 12:58:25 PM 	117 ft		683 ft	00:00:15	31 mph	244° true
Trackpoint	N42 49.016 W70 55.022	5/21/2006 12:58:40 PM 	114 ft		103 ft	00:00:15	4.7 mph	243° true
Trackpoint	N42 48.964 W70 55.167	5/21/2006 12:58:55 PM 	97 ft		725 ft	00:00:15	33 mph	244° true
Trackpoint	N42 48.956 W70 55.190	5/21/2006 12:59:10 PM 	103 ft		114 ft	00:00:15	5.2 mph	246° true
Trackpoint	N42 48.911 W70 55.359	5/21/2006 12:59:25 PM 	106 ft		801 ft	00:00:15	36 mph	250° true
Trackpoint	N42 48.868 W70 55.529	5/21/2006 12:59:40 PM 	111 ft		802 ft	00:00:15	36 mph	251° true
Trackpoint	N42 48.827 W70 55.731	5/21/2006 12:59:55 PM 	82 ft		937 ft	00:00:15	43 mph	254° true
Trackpoint	N42 48.848 W70 55.969	5/21/2006 1:00:10 PM 	52 ft		0.203 mi	00:00:15	49 mph	277° true
Trackpoint	N42 48.832 W70 56.171	5/21/2006 1:00:25 PM 	65 ft		907 ft	00:00:15	41 mph	264° true
Trackpoint	N42 48.788 W70 56.366	5/21/2006 1:00:40 PM 	84 ft		908 ft	00:00:15	41 mph	253° true
Trackpoint	N42 48.737 W70 56.546	5/21/2006 1:00:55 PM 	84 ft		864 ft	00:00:15	39 mph	249° true
Trackpoint	N42 48.719 W70 56.721	5/21/2006 1:01:10 PM 	84 ft		790 ft	00:00:15	36 mph	262° true
Trackpoint	N42 48.662 W70 56.878	5/21/2006 1:01:25 PM 	98 ft		782 ft	00:00:15	36 mph	244° true
Trackpoint	N42 48.597 W70 57.033	5/21/2006 1:01:40 PM 	109 ft		797 ft	00:00:15	36 mph	240° true
Trackpoint	N42 48.531 W70 57.185	5/21/2006 1:01:55 PM 	109 ft		787 ft	00:00:15	36 mph	239° true
Trackpoint	N42 48.478 W70 57.347	5/21/2006 1:02:10 PM 	111 ft		792 ft	00:00:15	36 mph	246° true
Trackpoint	N42 48.478 W70 57.536	5/21/2006 1:02:25 PM 	141 ft		845 ft	00:00:15	38 mph	270° true
Trackpoint	N42 48.450 W70 57.716	5/21/2006 1:02:40 PM 	147 ft		823 ft	00:00:15	37 mph	258° true
Trackpoint	N42 48.414 W70 57.909	5/21/2006 1:02:55 PM 	138 ft		890 ft	00:00:15	40 mph	256° true
Trackpoint	N42 48.411 W70 58.135	5/21/2006 1:03:10 PM 	127 ft		0.191 mi	00:00:15	46 mph	269° true
Trackpoint	N42 48.387 W70 58.327	5/21/2006 1:03:25 PM 	142 ft		870 ft	00:00:15	40 mph	260° true
Trackpoint	N42 48.361 W70 58.518	5/21/2006 1:03:40 PM 	149 ft		871 ft	00:00:15	40 mph	260° true
Trackpoint	N42 48.348 W70 58.702	5/21/2006 1:03:55 PM 	133 ft		826 ft	00:00:15	38 mph	265° true
Trackpoint	N42 48.322 W70 58.849	5/21/2006 1:04:10 PM 	142 ft		674 ft	00:00:15	31 mph	257° true
Trackpoint	N42 48.239 W70 58.966	5/21/2006 1:04:25 PM 	134 ft		730 ft	00:00:15	33 mph	226° true
Trackpoint	N42 48.209 W70 59.062	5/21/2006 1:04:40 PM 	134 ft		462 ft	00:00:15	21 mph	247° true
Trackpoint	N42 48.288 W70 59.194	5/21/2006 1:04:55 PM 	142 ft		761 ft	00:00:15	35 mph	309° true
Trackpoint	N42 48.378 W70 59.338	5/21/2006 1:05:10 PM 	130 ft		846 ft	00:00:15	38 mph	310° true
Trackpoint	N42 48.472 W70 59.493	5/21/2006 1:05:25 PM 	112 ft		896 ft	00:00:15	41 mph	310° true
Trackpoint	N42 48.572 W70 59.647	5/21/2006 1:05:40 PM 	100 ft		922 ft	00:00:15	42 mph	312° true
Trackpoint	N42 48.653 W70 59.811	5/21/2006 1:05:55 PM 	79 ft		881 ft	00:00:15	40 mph	304° true
Trackpoint	N42 48.666 W70 59.958	5/21/2006 1:06:10 PM 	70 ft		660 ft	00:00:15	30 mph	277° true
Trackpoint	N42 48.602 W71 00.098	5/21/2006 1:06:25 PM 	60 ft		739 ft	00:00:15	34 mph	238° true
Trackpoint	N42 48.575 W71 00.277	5/21/2006 1:06:40 PM 	71 ft		816 ft	00:00:15	37 mph	258° true
Trackpoint	N42 48.610 W71 00.448	5/21/2006 1:06:55 PM 	116 ft		793 ft	00:00:15	36 mph	285° true
Trackpoint	N42 48.658 W71 00.619	5/21/2006 1:07:10 PM 	116 ft		821 ft	00:00:15	37 mph	291° true
Trackpoint	N42 48.714 W71 00.793	5/21/2006 1:07:25 PM 	120 ft		846 ft	00:00:15	38 mph	293° true
Trackpoint	N42 48.812 W71 00.939	5/21/2006 1:07:40 PM 	127 ft		881 ft	00:00:15	40 mph	313° true
Trackpoint	N42 48.870 W71 01.107	5/21/2006 1:07:55 PM 	127 ft		832 ft	00:00:15	38 mph	295° true
Trackpoint	N42 48.952 W71 01.257	5/21/2006 1:08:10 PM 	133 ft		834 ft	00:00:15	38 mph	307° true
Trackpoint	N42 49.049 W71 01.371	5/21/2006 1:08:25 PM 	141 ft		779 ft	00:00:15	35 mph	319° true
Trackpoint	N42 49.085 W71 01.433	5/21/2006 1:08:40 PM 	147 ft		353 ft	00:00:15	16 mph	308° true
Trackpoint	N42 49.094 W71 01.455	5/21/2006 1:08:55 PM 	147 ft		112 ft	00:00:15	5.1 mph	299° true
Trackpoint	N42 49.099 W71 01.467	5/21/2006 1:09:10 PM 	150 ft		60 ft	00:00:15	2.7 mph	301° true
Trackpoint	N42 49.149 W71 01.558	5/21/2006 1:09:25 PM 	146 ft		510 ft	00:00:15	23 mph	307° true
Trackpoint	N42 49.220 W71 01.687	5/21/2006 1:09:40 PM 	152 ft		718 ft	00:00:15	33 mph	307° true
Trackpoint	N42 49.278 W71 01.825	5/21/2006 1:09:55 PM 	147 ft		709 ft	00:00:15	32 mph	300° true
Trackpoint	N42 49.338 W71 01.899	5/21/2006 1:10:10 PM 	138 ft		497 ft	00:00:15	23 mph	318° true
Trackpoint	N42 49.422 W71 01.998	5/21/2006 1:10:25 PM 	131 ft		675 ft	00:00:15	31 mph	319° true
Trackpoint	N42 49.494 W71 02.007	5/21/2006 1:10:40 PM 	123 ft		441 ft	00:00:15	20 mph	355° true
Trackpoint	N42 49.588 W71 01.993	5/21/2006 1:10:55 PM 	117 ft		576 ft	00:00:15	26 mph	6° true
Trackpoint	N42 49.686 W71 02.064	5/21/2006 1:11:10 PM 	114 ft		674 ft	00:00:15	31 mph	332° true
Trackpoint	N42 49.799 W71 02.061	5/21/2006 1:11:25 PM 	125 ft		690 ft	00:00:15	31 mph	1° true
Trackpoint	N42 49.923 W71 02.070	5/21/2006 1:11:40 PM 	127 ft		753 ft	00:00:15	34 mph	357° true
Trackpoint	N42 50.040 W71 02.104	5/21/2006 1:11:55 PM 	141 ft		729 ft	00:00:15	33 mph	348° true
Trackpoint	N42 50.084 W71 02.164	5/21/2006 1:12:10 PM 	152 ft		379 ft	00:00:15	17 mph	315° true
Trackpoint	N42 50.135 W71 02.301	5/21/2006 1:12:25 PM 	160 ft		685 ft	00:00:15	31 mph	297° true
Trackpoint	N42 50.196 W71 02.437	5/21/2006 1:12:40 PM 	161 ft		712 ft	00:00:15	32 mph	301° true
Trackpoint	N42 50.292 W71 02.555	5/21/2006 1:12:55 PM 	161 ft		787 ft	00:00:15	36 mph	318° true
Trackpoint	N42 50.412 W71 02.601	5/21/2006 1:13:10 PM 	164 ft		758 ft	00:00:15	34 mph	344° true
Trackpoint	N42 50.496 W71 02.624	5/21/2006 1:13:25 PM 	180 ft		520 ft	00:00:15	24 mph	349° true
Trackpoint	N42 50.572 W71 02.724	5/21/2006 1:13:40 PM 	182 ft		644 ft	00:00:15	29 mph	316° true
Trackpoint	N42 50.648 W71 02.834	5/21/2006 1:13:55 PM 	182 ft		673 ft	00:00:15	31 mph	313° true
Trackpoint	N42 50.739 W71 02.861	5/21/2006 1:14:10 PM 	182 ft		569 ft	00:00:15	26 mph	348° true
Trackpoint	N42 50.845 W71 02.837	5/21/2006 1:14:25 PM 	185 ft		652 ft	00:00:15	30 mph	10° true
Trackpoint	N42 50.883 W71 02.862	5/21/2006 1:14:40 PM 	196 ft		262 ft	00:00:15	12 mph	334° true
Trackpoint	N42 50.942 W71 02.983	5/21/2006 1:14:55 PM 	204 ft		649 ft	00:00:15	30 mph	304° true
Trackpoint	N42 51.039 W71 03.097	5/21/2006 1:15:10 PM 	190 ft		775 ft	00:00:15	35 mph	319° true
Trackpoint	N42 51.151 W71 03.185	5/21/2006 1:15:25 PM 	180 ft		789 ft	00:00:15	36 mph	330° true
Trackpoint	N42 51.231 W71 03.300	5/21/2006 1:15:40 PM 	175 ft		705 ft	00:00:15	32 mph	314° true
Trackpoint	N42 51.298 W71 03.443	5/21/2006 1:15:55 PM 	169 ft		757 ft	00:00:15	34 mph	303° true
Trackpoint	N42 51.403 W71 03.474	5/21/2006 1:16:10 PM 	164 ft		657 ft	00:00:15	30 mph	348° true
Trackpoint	N42 51.515 W71 03.493	5/21/2006 1:16:25 PM 	177 ft		687 ft	00:00:15	31 mph	353° true
Trackpoint	N42 51.620 W71 03.588	5/21/2006 1:16:40 PM 	169 ft		764 ft	00:00:15	35 mph	326° true
Trackpoint	N42 51.723 W71 03.680	5/21/2006 1:16:55 PM 	175 ft		748 ft	00:00:15	34 mph	327° true
Trackpoint	N42 51.817 W71 03.698	5/21/2006 1:17:10 PM 	175 ft		578 ft	00:00:15	26 mph	352° true
Trackpoint	N42 51.886 W71 03.827	5/21/2006 1:17:25 PM 	172 ft		713 ft	00:00:15	32 mph	306° true
Trackpoint	N42 52.007 W71 03.914	5/21/2006 1:17:40 PM 	155 ft		834 ft	00:00:15	38 mph	332° true
Trackpoint	N42 52.109 W71 04.022	5/21/2006 1:17:55 PM 	153 ft		785 ft	00:00:15	36 mph	322° true
Trackpoint	N42 52.190 W71 04.133	5/21/2006 1:18:10 PM 	149 ft		698 ft	00:00:15	32 mph	315° true
Trackpoint	N42 52.263 W71 04.174	5/21/2006 1:18:25 PM 	157 ft		483 ft	00:00:15	22 mph	338° true
Trackpoint	N42 52.361 W71 04.133	5/21/2006 1:18:40 PM 	164 ft		623 ft	00:00:15	28 mph	17° true
Trackpoint	N42 52.462 W71 04.070	5/21/2006 1:18:55 PM 	163 ft		673 ft	00:00:15	31 mph	25° true
Trackpoint	N42 52.570 W71 04.025	5/21/2006 1:19:10 PM 	161 ft		688 ft	00:00:15	31 mph	17° true
Trackpoint	N42 52.668 W71 03.971	5/21/2006 1:19:25 PM 	161 ft		643 ft	00:00:15	29 mph	22° true
Trackpoint	N42 52.760 W71 03.954	5/21/2006 1:19:40 PM 	163 ft		569 ft	00:00:15	26 mph	8° true
Trackpoint	N42 52.804 W71 03.897	5/21/2006 1:19:55 PM 	163 ft		367 ft	00:00:15	17 mph	43° true
Trackpoint	N42 52.853 W71 03.879	5/21/2006 1:20:10 PM 	166 ft		308 ft	00:00:15	14 mph	15° true
Trackpoint	N42 52.906 W71 03.855	5/21/2006 1:20:25 PM 	164 ft		339 ft	00:00:15	15 mph	19° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 1:20:40 PM 	166 ft		262 ft	00:00:15	12 mph	36° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 1:20:55 PM 	157 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.820	5/21/2006 1:21:10 PM 	161 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 1:21:25 PM 	157 ft		8 ft	00:00:15	0.36 mph	180° true
Trackpoint	N42 52.939 W71 03.820	5/21/2006 1:21:40 PM 	153 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 1:21:55 PM 	150 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 52.941 W71 03.823	5/21/2006 1:22:10 PM 	152 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 1:22:25 PM 	155 ft		10 ft	00:00:15	0.44 mph	144° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 1:22:40 PM 	155 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 1:22:55 PM 	150 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.939 W71 03.821	5/21/2006 1:23:10 PM 	161 ft		0 ft	00:00:15	0 mph	0° true
Trackpoint	N42 52.941 W71 03.821	5/21/2006 1:23:25 PM 	161 ft		8 ft	00:00:15	0.36 mph	0° true
Trackpoint	N42 52.948 W71 03.818	5/21/2006 1:23:40 PM 	160 ft		50 ft	00:00:15	2.3 mph	20° true
Trackpoint	N42 52.964 W71 03.758	5/21/2006 1:23:55 PM 	146 ft		280 ft	00:00:15	13 mph	70° true
Trackpoint	N42 52.970 W71 03.751	5/21/2006 1:24:10 PM 	150 ft		52 ft	00:00:15	2.4 mph	41° true
Trackpoint	N42 52.957 W71 03.787	5/21/2006 1:24:25 PM 	144 ft		179 ft	00:00:15	8.1 mph	244° true
Trackpoint	N42 52.928 W71 03.829	5/21/2006 1:24:40 PM 	152 ft		262 ft	00:00:15	12 mph	226° true
Trackpoint	N42 52.884 W71 03.873	5/21/2006 1:24:55 PM 	153 ft		330 ft	00:00:15	15 mph	216° true
Trackpoint	N42 52.853 W71 03.882	5/21/2006 1:25:10 PM 	150 ft		192 ft	00:00:15	8.7 mph	192° true
Trackpoint	N42 52.807 W71 03.897	5/21/2006 1:25:25 PM 	155 ft		290 ft	00:00:15	13 mph	194° true
Trackpoint	N42 52.778 W71 03.932	5/21/2006 1:25:40 PM 	146 ft		232 ft	00:00:15	11 mph	222° true
Trackpoint	N42 52.724 W71 03.971	5/21/2006 1:25:55 PM 	146 ft		372 ft	00:00:15	17 mph	208° true
Trackpoint	N42 52.624 W71 03.975	5/21/2006 1:26:10 PM 	144 ft		612 ft	00:00:15	28 mph	182° true
Trackpoint	N42 52.532 W71 04.031	5/21/2006 1:26:25 PM 	142 ft		611 ft	00:00:15	28 mph	204° true
Trackpoint	N42 52.431 W71 04.067	5/21/2006 1:26:40 PM 	142 ft		640 ft	00:00:15	29 mph	195° true
Trackpoint	N42 52.344 W71 04.138	5/21/2006 1:26:55 PM 	134 ft		613 ft	00:00:15	28 mph	211° true
Trackpoint	N42 52.248 W71 04.177	5/21/2006 1:27:10 PM 	134 ft		612 ft	00:00:15	28 mph	196° true
Trackpoint	N42 52.222 W71 04.182	5/21/2006 1:27:25 PM 	149 ft		158 ft	00:00:15	7.2 mph	188° true
Trackpoint	N42 52.223 W71 04.183	5/21/2006 1:27:40 PM 	152 ft		10 ft	00:00:15	0.44 mph	324° true
Trackpoint	N42 52.275 W71 04.258	5/21/2006 1:27:55 PM 	160 ft		457 ft	00:00:15	21 mph	313° true
Trackpoint	N42 52.373 W71 04.353	5/21/2006 1:28:10 PM 	155 ft		732 ft	00:00:15	33 mph	324° true
Trackpoint	N42 52.480 W71 04.451	5/21/2006 1:28:25 PM 	155 ft		783 ft	00:00:15	36 mph	326° true
Trackpoint	N42 52.611 W71 04.535	5/21/2006 1:28:40 PM 	161 ft		882 ft	00:00:15	40 mph	335° true
Trackpoint	N42 52.740 W71 04.618	5/21/2006 1:28:55 PM 	171 ft		868 ft	00:00:15	39 mph	335° true
Trackpoint	N42 52.807 W71 04.768	5/21/2006 1:29:10 PM 	201 ft		781 ft	00:00:15	35 mph	301° true
Trackpoint	N42 52.853 W71 04.859	5/21/2006 1:29:25 PM 	209 ft		496 ft	00:00:15	23 mph	305° true
Trackpoint	N42 52.801 W71 04.907	5/21/2006 1:29:40 PM 	216 ft		379 ft	00:00:15	17 mph	214° true
Trackpoint	N42 52.657 W71 04.983	5/21/2006 1:29:55 PM 	196 ft		941 ft	00:00:15	43 mph	201° true
Trackpoint	N42 52.498 W71 05.065	5/21/2006 1:30:10 PM 	196 ft		0.197 mi	00:00:15	47 mph	201° true
Trackpoint	N42 52.330 W71 05.172	5/21/2006 1:30:25 PM 	209 ft		0.213 mi	00:00:15	51 mph	205° true
Trackpoint	N42 52.165 W71 05.284	5/21/2006 1:30:40 PM 	191 ft		0.212 mi	00:00:15	51 mph	206° true
Trackpoint	N42 52.003 W71 05.395	5/21/2006 1:30:55 PM 	168 ft		0.209 mi	00:00:15	50 mph	207° true
Trackpoint	N42 51.824 W71 05.442	5/21/2006 1:31:10 PM 	161 ft		0.210 mi	00:00:15	50 mph	191° true
Trackpoint	N42 51.639 W71 05.458	5/21/2006 1:31:25 PM 	168 ft		0.214 mi	00:00:15	51 mph	183° true
Trackpoint	N42 51.486 W71 05.529	5/21/2006 1:31:40 PM 	175 ft		985 ft	00:00:15	45 mph	199° true
Trackpoint	N42 51.379 W71 05.692	5/21/2006 1:31:55 PM 	171 ft		977 ft	00:00:15	44 mph	228° true
Trackpoint	N42 51.305 W71 05.885	5/21/2006 1:32:10 PM 	155 ft		971 ft	00:00:15	44 mph	243° true
Trackpoint	N42 51.219 W71 06.077	5/21/2006 1:32:25 PM 	136 ft		0.190 mi	00:00:15	46 mph	238° true
Trackpoint	N42 51.085 W71 06.193	5/21/2006 1:32:40 PM 	147 ft		965 ft	00:00:15	44 mph	212° true
Trackpoint	N42 50.984 W71 06.247	5/21/2006 1:32:55 PM 	134 ft		664 ft	00:00:15	30 mph	201° true
Trackpoint	N42 50.886 W71 06.301	5/21/2006 1:33:10 PM 	130 ft		643 ft	00:00:15	29 mph	202° true
Trackpoint	N42 50.874 W71 06.305	5/21/2006 1:33:25 PM 	149 ft		73 ft	00:00:15	3.3 mph	194° true
Trackpoint	N42 50.874 W71 06.306	5/21/2006 1:33:40 PM 	133 ft		6 ft	00:00:15	0.26 mph	270° true
Trackpoint	N42 50.860 W71 06.315	5/21/2006 1:33:55 PM 	122 ft		95 ft	00:00:15	4.3 mph	205° true
Trackpoint	N42 50.751 W71 06.372	5/21/2006 1:34:10 PM 	146 ft		712 ft	00:00:15	32 mph	201° true
Trackpoint	N42 50.627 W71 06.444	5/21/2006 1:34:25 PM 	144 ft		818 ft	00:00:15	37 mph	203° true
Trackpoint	N42 50.509 W71 06.465	5/21/2006 1:34:40 PM 	142 ft		727 ft	00:00:15	33 mph	187° true
Trackpoint	N42 50.373 W71 06.466	5/21/2006 1:34:55 PM 	144 ft		823 ft	00:00:15	37 mph	180° true
Trackpoint	N42 50.237 W71 06.467	5/21/2006 1:35:10 PM 	152 ft		831 ft	00:00:15	38 mph	180° true
Trackpoint	N42 50.081 W71 06.471	5/21/2006 1:35:25 PM 	133 ft		948 ft	00:00:15	43 mph	181° true
Trackpoint	N42 49.939 W71 06.474	5/21/2006 1:35:40 PM 	133 ft		862 ft	00:00:15	39 mph	181° true
Trackpoint	N42 49.858 W71 06.470	5/21/2006 1:35:55 PM 	139 ft		494 ft	00:00:15	22 mph	178° true
Trackpoint	N42 49.727 W71 06.454	5/21/2006 1:36:10 PM 	155 ft		802 ft	00:00:15	36 mph	175° true
Trackpoint	N42 49.615 W71 06.404	5/21/2006 1:36:25 PM 	117 ft		718 ft	00:00:15	33 mph	162° true
Trackpoint	N42 49.551 W71 06.430	5/21/2006 1:36:40 PM 	105 ft		408 ft	00:00:15	19 mph	196° true
